ids,time,tweet_text,tag
1.38808e+18,30-04-2021 10:30,ltlt lol kene diagnose anxiety,0
1.3881e+18,30-04-2021 12:09,Payton Turner is a good player We just dont need any more DEs which I think is what everyone is upset about,0
1.39e+18,30-04-2021 18:44,Three cheers for the weekend  We think this bright CHEERful piece from an ArtLink student in the USA really embodies that FridayFeeling  Learn more about ArtLink and how your class can be a part of it TODAY ,0
1.39e+18,30-04-2021 11:42,Laycon you mean ,0
1.38808e+18,30-04-2021 10:53,Target used to have the ds for like  bucks look for those i bet theyre a lot cheaper,1
1.38809e+18,30-04-2021 11:28,Sad Thenmavinkombathu which later was remade as Muthu he did cinematography and entire Kerala fell in love with him Sad news,0
1.38806e+18,30-04-2021 09:35,No Free floating anxiety tends to just be there with no trigger,0
1.38808e+18,30-04-2021 10:26,This feeling of complete anxiety is so exhausting I never thought an emotion could truly be this tiring,0
1.39e+18,30-04-2021 16:40,BLACKPINK CHEERFUL BLACKPINK CUTE BLACKPINK LISA  BLACKPINK,1
1.38808e+18,30-04-2021 10:30,literally who wouldnt wanna earn money by promoting some seal pillow just for saying why does no one talk about how depression and anxiety gives you major memory loss,0
1.39e+18,30-04-2021 10:01,When we regularly break down the process of finding something or completing a task into an orderly series of single stepsand provide a cheerful narrativewe become companions on a mission together dementia Alzheimers DementiaCare,0
1.38808e+18,30-04-2021 10:42,They attempt suicide because they have a mental illness and because people are telling them they can be something that just isnt true Your enabling and encouragement of that behavior is what leads to that,0
1.38808e+18,30-04-2021 10:22,i get anxiety seeing SR flips where rsi is over heating Shit RR,0
1.3881e+18,30-04-2021 11:45,I saw the update Im glad But I was still upset about people ganging up on them immediately before they apologised c,0
1.38797e+18,30-04-2021 03:05,I will be leaving I have recently gotten called a Tommyinnit Kinnie not only do I need space to deal with the shame I felt being called this I realized how toxic and hurtful people can be online and I hope no one else experiences the pain I felt today Thank you,0
1.39e+18,30-04-2021 22:01,Only satisfied with a black quarterback NFLTwitter,0
1.38807e+18,30-04-2021 09:45,being the only one non fasting means depression meals,0
1.39e+18,30-04-2021 19:39,remember why u make music tho like putting out a project that u worked hard on and are satisfied with is the most important thing u kno like most ppl close  u gon luv it and at the end of the day ppl who hate are just haters and fans,0
1.39e+18,30-04-2021 20:00,i really liked hay lin as well she was so cheerful and positive,1
1.39e+18,30-04-2021 20:20,Again why are you arguing the semantics of something you wont take,0
1.3881e+18,30-04-2021 11:37,Very upset to see famous  years old lady popularly knows as the Shooter Dadi has passed away due to Covid,0
1.38809e+18,30-04-2021 11:30,Suck it up What did Bertuzzi do to Moore when he hurt your captain Tf you expect At least Simmonds fought him face to face Edler accepted the challenge and lost yall are just upset he got fkn tuned,0
1.39e+18,30-04-2021 20:56,behind every satisfied woman there always a tired man,0
1.38809e+18,30-04-2021 11:20,Loved my time on GOT sad to see the show end but what a run it had and one hell of a following too,0
1.38809e+18,30-04-2021 11:27,I am now sad,0
1.38807e+18,30-04-2021 09:42,When we talk about COVID we have to look at the impact on our mental health Anxiety amp depression stress fear selfdoubt All this is creating even more chaos,0
1.39e+18,30-04-2021 22:45,Bestie Im so glad youre free from that phase of your life ,1
1.39e+18,30-04-2021 22:48,one of the first things i did when i downloaded valorant was turn off voice chat bc i did not want to be flame for coinflipping a peenie hole instead of a peenie im so glad this is be implemented c,1
1.39e+18,30-04-2021 22:42,i am so glad that means the freakin world to me pushing myself to speak for more events and know its only the start,0
1.38806e+18,30-04-2021 09:27,Breaking Anxiety in Ondo community over influx of Fulani men,0
1.39e+18,30-04-2021 21:36,Yaaay go Mollie  So pleased for her Absolute superstar ,1
1.39e+18,30-04-2021 20:45,i went too far with the tweet but im not a particularly happy person,0
1.38808e+18,30-04-2021 10:39,lm and itzy content today i think my mental health is at ,1
1.38809e+18,30-04-2021 11:25,You have just washed down the drain every single effort has ever made Sad Against the laws of the male gender ,0
1.39e+18,30-04-2021 08:31,CAN PPL PLS STOP FUCKING LEAVING THE MULTILIVE DO YOU HAVE ANY IDEA HOW LONG IT TAKES TO WAIT FOR THE CHEERFUL CARNIVAL TO EVEN BEGIN OM MY FUCKING GOD IMMSO PISSED,1
1.38794e+18,30-04-2021 01:06,if i follow anyone thats tweeting hurtful things rn or talking over minorities pls dm me their or something like that lt gen,0
1.39e+18,30-04-2021 17:32,        You can see just from that that the Hermit was a very different person from his merry cousin Jolly Ro,1
1.38806e+18,30-04-2021 08:58,Important thread by The current pandemic and overindebtedness inflicted economic depression has nothing to do with degrowth,0
1.38809e+18,30-04-2021 11:07, Ekiti Stress University What a pity,0
1.39e+18,30-04-2021 22:49,Im always up to way too much at once and I never release stuff lol But big things are coming Glad you love the remix,0
1.39e+18,30-04-2021 16:14,Youre most welcome Do have a lovely and a blissful Birthday thanks,1
1.3881e+18,30-04-2021 12:06,Im upset because I lost the duel at Toad Tower Aka the biggest fight of my life,0
1.39e+18,30-04-2021 17:56,Alegre y sencillo Cheerful and simple,1
1.38807e+18,30-04-2021 10:10,I completely agree Paul Having battles right now and the slightest wee thing is triggering Full respect to David Cox for standing up the vile stuff The football community needs to take mental health much more seriously than it does,0
1.38809e+18,30-04-2021 11:30,its so sad like i wish it could go back to this time last year that was so fun,0
1.39e+18,30-04-2021 12:48,Youngbin clever Youngbin young Youngbin charming Youngbin youthful Youngbin cute Youngbin dance Youngbin intelligent Youngbin innocent Youngbin illuminative Youngbin incomperable Youngbin incredible Youngbin calm Youngbin cheerful Youngbin creative Youngbin leader Youngbin rapper,1
1.38807e+18,30-04-2021 10:02,Albion Rovers forward quits football after alleged suicide taunt Very sad to hear this Heres reminder of what Celtic fans did on suicide prevention day a few years back and days after ex Rangers Kris Boyds brother commited suicide,0
1.39e+18,30-04-2021 06:10,CHEERFUL LIVE IS BACK GRRR GRRRRRRRRRRR GRRRRRRRRRRRRRR GRRRRRRRRRR,1
1.38805e+18,30-04-2021 08:48,Just seen Peter Griffin on a billboard Glad to see hes found success after his clinical depression,0
1.3881e+18,30-04-2021 11:53,Adding u Pliskova  games u Azarenka Ruud u Basilashvili  games All odds from Pinnacle May add on Moutet later Really think he can upset ARV,0
1.39e+18,30-04-2021 13:27,Youngbin clever Youngbin young Youngbin charming Youngbin youthful Youngbin cute Youngbin yummy Youngbin intelligent Youngbin innocent Youngbin illuminative Youngbin incomperable Youngbin incredible Youngbin yellow hair Youngbin calm Youngbin cheerful Youngbin creative,1
1.39e+18,30-04-2021 21:30,We are really pleased to announce s student conference joint with on the theme of National Identity This will take place th May and will be streamed online For further information and bookings see the link below,1
1.39e+18,30-04-2021 19:43,Wait are you really trying to claim the vaccine is not FDA approved For goodness sake you a MAGA person ought to know Trumps FDA approved these vaccines,0
1.39e+18,30-04-2021 17:54,Not pissed Highly amused Your flailing is fun to watch,0
1.38809e+18,30-04-2021 11:22,IM SAD SUPER SAD lt,0
1.39e+18,30-04-2021 21:17,My Ash Williams Evil Dead Cosplay that Ive been working on for awhile now is coming together rather nicely Im pleased with how its turned out so far,1
1.39e+18,30-04-2021 20:50,not me putting the filter on a picture of seb cause AGAIN no picture satisfied me,0
1.39e+18,30-04-2021 15:53,All I need is a little bit of you to make my day complete blissful and memorable MAJOR MISSING ADILIE,0
1.38799e+18,30-04-2021 04:52,No I have read all the comments under that thread and appreciated most of the opinions as well But you were the only person who degraded DP and commented on her career Your comments were hurtful not others ones Thats why I confronted you only RahulVaidya RKVians,0
1.38806e+18,30-04-2021 09:22,Class th board exam cancelled Classth students hum kia iron suit pehn kr paida hue h kia Jo hame corona nh hoga Exam ki wjh s hum log tension or depression m jaa rhe h plzzz sir immediate decission lijiye cbseHq rameshpokhriyal cancelthboardexams,0
1.39e+18,30-04-2021 05:26,Because the set is his favorite playground,1
1.39e+18,30-04-2021 22:43,but we love Janet and Im glad she bashed Ryan Murphy,1
1.3881e+18,30-04-2021 12:13,i have to go walk past someone i dont want to walk past mught vomit nervous upset EatYourFriendsDay,0
1.39e+18,30-04-2021 22:49,it has been an absolute joy watching him grow speaking as a genderfluid enby who highly relates esp since a friend gave me Witch Boy when I started questioning my gender yall are both rad as heck and I glad to have yall,1
1.38809e+18,30-04-2021 11:20,Remembering my childhood days where it was amazing to say that I want to be a doctor It is sad that kids now would probably be scared to dream to be a doctor when they grow up,0
1.38806e+18,30-04-2021 09:24,There is no good psychiatric state run hospital in the country despite the fact there are more than  of population is facing depression Pscylogical counseling is of great need altogether but there is no state priority about this disease,0
1.38809e+18,30-04-2021 11:20,Ohh kiya ho gia Abhi to puri life pari ha never disappoint and demoralize yourself,0
1.39e+18,30-04-2021 06:17,Yes bro Some time back tweets are visible,1
1.38809e+18,30-04-2021 11:04,willpower temptation selfcriticism and stress These three skills selfawareness selfcare and remembering what matter most are the foundation for selfcontrol Kelly McGonigal,0
1.38807e+18,30-04-2021 10:12,yuzu giggle depression is not winning today,0
1.39e+18,30-04-2021 11:37,Youre most welcome Do have a lovely and a blissful Birthday thanks,1
1.39e+18,30-04-2021 12:14,Youre most welcome Do have a lovely and a blissful Birthday thanks,1
1.39e+18,30-04-2021 06:52,big shoutout to kevin the tow truck man for saving my ass and also having a kickass beard and a great sense of humor Kevin if youre reading this I hope you have an excellent dinner and hrs of blissful sleep,1
1.39e+18,30-04-2021 20:46,HAPPY WEEKEND to all you stars  shining like beacons of light Glory to you Lynnie  thank you for thinking of me precious soul SiStar ,1
1.38808e+18,30-04-2021 10:38,LOUDER present Thank you UsapTayo team Enjoy enjoy lang para alis stress  MentalHealthPH MHPHTurns,0
1.39e+18,30-04-2021 17:36,To back your claim you need to provide an established recognized definition of vaccine and documentation to show the authorized C products dont meet that definition Ill note that CDC NIH and much of the medical community accept that calling these vaccines is proper,0
1.3881e+18,30-04-2021 11:47,The only reason yall are upset about the blocks is cos you dont get to humble her like youve wanted to do since July  Her shoulders are up amp will remain up She will hear criticism from people that actually love her amp make amends when amp where needed Daalu,1
1.38807e+18,30-04-2021 10:03,Sometimes people use the term PTSD very casually and sometimes I find it hurtful because you do not want this brain and you are not experiencing this brain and it isnt just like quirky or funny,1
1.39e+18,30-04-2021 22:11,So pleased to hear this Dan xx,1
1.38808e+18,30-04-2021 10:52,My skin care Iwas stress,0
1.38808e+18,30-04-2021 10:42, things that happen to you when you start picking up heavy things  Stress levels drop  You are harder to kill  You look better naked  Your energy skyrockets  Everyday tasks get easier  Demons kicks are stronger What else have you noticed,0
1.39e+18,30-04-2021 22:51,Glad to know I have some importance in your life ,1
1.38809e+18,30-04-2021 11:29,Few days ago I was upset and sad seeing how people with millions of followers using their platform for their own interest I shared my concerned with a celebrity and I am happy seeing the resources shared on his platform Thanks I appreciate you ,0
1.39e+18,30-04-2021 18:40,are you satisfied with your hiars,0
1.3881e+18,30-04-2021 12:00,what do i do with my karl youtooz now im so upset,0
1.39e+18,30-04-2021 22:43,we miss you bro Im glad you back my boy ,0
1.3881e+18,30-04-2021 11:47,A yearold mom is behind bars accused to firing a shot into the front door of a Memphis daycare while children amp employees were inside,0
1.39e+18,30-04-2021 19:21,Cute puppy character Merry Christmas Kids Mask,0
1.38809e+18,30-04-2021 11:02,Our final stress management tip of the month comes from Caroline Narboni We hope these tips have helped you have a less stressful month StressAwarenessMonth,0
1.38808e+18,30-04-2021 10:35,Its the end of Stress Awareness Month but theres some great things to remember in the future Taking time for yourself has many benefits including improving your mental health and gives your mind time to recharge  stressawarenessmonth taketimeforyourself ConnectLuton,1
1.38809e+18,30-04-2021 11:35,WHAT THE FUCK I HAD  ORDER PENDING I NEVER GOT NOW I LOOK AND NO MORE ORDER PENDING I DIDNT GET MY GEMS BACK OR MY NFT ARE YOU FUCKING SERIOUS MY HIGHLY UPSET AND I NEVER GET A RESPONSE AFTER WHATEVER YOU DID TO THE APP PROOF GONE ANSWER ME,0
1.38807e+18,30-04-2021 09:57,Me wanting My social anxiety friends,0
1.38808e+18,30-04-2021 10:35,Stress,0
1.39e+18,30-04-2021 21:31,I send blessings in peace  so that Allah the merciful and Compassionate may be pleased ,1
1.39e+18,30-04-2021 17:32,Its really me going about my merry life like some bs did not happen ,1
1.39e+18,30-04-2021 20:03,Lets not tell him It is more fun this way ,0
1.39e+18,30-04-2021 22:49,Jess I feel you for sure I almost didnt come back after all that happened w the pandemic but if I didnt I wouldnt have had the amazing class of students I have right now I am really glad I didnt walk away  years as an educator in JuneThose kids need us StayStrong,1
1.39e+18,30-04-2021 21:48,In partnership with beneficiaries supported by in district are delighted for their development They affirm that they were the poorest but today with the support benefited and their engagement they serve as best examples,1
1.39e+18,30-04-2021 21:32,These ppl had me walking street getting doors slammed in my face only for them to tell me I didnt get enough leads to be paid No sah Me and my friends were not pleased,1
1.38809e+18,30-04-2021 11:26,This is really sad ,0
1.39e+18,30-04-2021 13:14,nie sonra Youngbin clever Youngbin young Youngbin charming Youngbin youthful Youngbin cute Youngbin yummy Youngbin intelligent Youngbin innocent Youngbin illuminative Youngbin incomperable Youngbin incredible Youngbin calm Youngbin cheerful Youngbin creative,1
1.39e+18,30-04-2021 22:48,Makes the year I stood out and saw the caravan lame Glad the cycling was so good Roubaix stage ,0
1.39e+18,30-04-2021 22:48,Im glad Im stiff Im on these bitches,0
1.39e+18,30-04-2021 16:43,The blissful irony of him trying to explain the point of treating women respectfully in a shitty way to a woman in real time,0
1.38809e+18,30-04-2021 10:59,Dont let them stress you out brother ,0
1.38809e+18,30-04-2021 11:28,Truee she has the right to do so im just afraid that in the end heart will win and everything that was posted will be with them forever and will always regret what they have donesad too toxic for most some thinks theyre right and some feels they are wronged,0
1.38806e+18,30-04-2021 09:29,do you whats sex anxiety,0
1.38806e+18,30-04-2021 09:14,Curvaceous lady any man that comes across you and fails to take a second look must be suffering from depression or health changes ,0
1.39e+18,30-04-2021 22:54,Decided its only right to enjoy some Black Girl Magic Red Wine for tonights new episode of Also glad I could finally get my hands on some this wine STAYS sold out  ABLSS,1
1.38801e+18,30-04-2021 05:44,I miss him and I love him and I dont speak with him anymore Its a hurtful and painful subject,0
1.39e+18,30-04-2021 20:26,I was originally planning on making some art to commemorate this but I just wasnt satisfied with what I was doing So sorry for not making any art to commemorate the occasion but I just want to wish everyone a happy AutismAcceptanceMonth,1
1.39e+18,30-04-2021 22:53,Watching your old man was like watching a car crash Everyone has to see what will happen In the end we drive on and say Glad I wasnt in that idiots way,1
1.38805e+18,30-04-2021 08:57,Idk how hot and confident I seem on social media but I  feel hot and confident  of the time in real life but then Im on so many anxiety and depression meds its kind of a miracle Im capable of negative emotions at all at this point,1
1.39e+18,30-04-2021 22:42, glad you do,1
1.38809e+18,30-04-2021 11:15,PAUSE Rhode Island along with a unified partnership of mental health experts provides free community outreach and support services for Rhode Islanders dealing with stress and anxiety due to COVID Learn more by visiting us online,0
1.38806e+18,30-04-2021 09:26,tw suicide thinking about the time i was in the hospital for suicidal ideations amp when i went back to work about a month amp a half later my boss asked if i had a nice vacation ,0
1.39e+18,30-04-2021 20:44,OMG ALY  Im crying happy tears for you Congrats love  well deserved beautiful ,1
1.38809e+18,30-04-2021 11:27,Bighit pls do something about your designated Vlive wall bec plain black is looks so sad,0
1.39e+18,30-04-2021 18:52,My darling it is time to take another important step on your journey into blissful submission to Me your Absolute Authority Do you remember My pink latex,1
1.39e+18,30-04-2021 20:39,it was by far easier to shut up and look serious than try to fake active confidence it also neatly satisfied what alphinaud wanted from her so even as she groused about him being obnoxious she took his cues to look scary and let him do the talking,0
1.38806e+18,30-04-2021 09:06,Namjoons collabs literally NEVER disappointhe knows exactly which artists can come in perfect synergy with him and im just so mindblown rn im about to cry again its so soo beautiful DontOutNow,0
1.39e+18,30-04-2021 20:00,Snowflakes the lot of them,0
1.38808e+18,30-04-2021 10:50,Did you know that flowers and plants are proven to reduce stress levels Its time to make the most out of the spring blooms  flowers w poundland london,0
1.38807e+18,30-04-2021 10:09,Laycon is too good He doesnt disappoint Hot bangers  SWBtheAlbum SWBOutNow Laycon,0
1.3881e+18,30-04-2021 12:06,Im still upset,0
1.39e+18,30-04-2021 22:41,Im glad We will get used to it Im sure Especially since we will eventually have more time with him on audio than on tv,1
1.38808e+18,30-04-2021 10:29,The RTF recognises the importance of mental health awareness in the industry particularly as theatre workers return to work We are pleased to be funding  places for our beneficiaries to attend an online Mental Health Awareness Course with,1
1.38807e+18,30-04-2021 09:40,Whatever the reason for our fears we intentionally avoid certain activities Many studies have shown that exposing yourself to something youre afraid of in small increments reduces fear and anxiety READ MORE PsychologicalAdvice FacingFears,0
1.39e+18,30-04-2021 20:45,ITS DILUC DAY SAY HAPPY BIRTHDAY ,1
1.39e+18,30-04-2021 22:48,One of my proudest achievements Glad you like it dude ,1
1.3879e+18,29-04-2021 22:36,being an anti is unnecessary rude hurtful towards many people that just want to have fun JUST THE WAY YOU DO your stan wouldnt want you being anti of others interest and sources of happiness treat people with kindness maybe,0
1.38806e+18,30-04-2021 09:32,Inside Out Effect Podcast  This PersonalDevelopment Podcast Covers The Topic Criticism and Rejection mentalhealthsolutions depression anxiety trauma ptsd changelimitingbeliefs therapythatworks,0
1.38806e+18,30-04-2021 09:09,PLEAS THE SONG IS SO GOOD AND U DID AN AMAZING JOB YOU NEVER DISAPPOINT IM SO PROUD OF U,0
1.38806e+18,30-04-2021 09:28,not a gamedev for long but theres no such thing as fighting depression If youre in a bad place stop everything take as many time off as needed and only continue work when youre not in a bad place anymore,0
1.38802e+18,30-04-2021 06:33,I cant believe youd say something so hurtful,0
1.39e+18,30-04-2021 20:04,But the second about exploitation and alienation of the working class is spot on,0
1.39e+18,30-04-2021 20:44,Choose the decision that makes you happy the most,1
1.38809e+18,30-04-2021 11:31,Wang disappoint cause I thought o tseba music,0
1.38808e+18,30-04-2021 10:41,Weyrey cost money still cost mental health join if u see any fuoye engineering student abeg hug am,1
1.38805e+18,30-04-2021 08:26,Dabbled in depression back In Elementary school w school bulliesDV in the home living on that good old poverty line and all Now Im trying to be a Social Worker Currently a CaseProgram Manager amp I find my empathetic childlike self become triggered,0
1.39e+18,30-04-2021 22:40,Glad we got the best of the Alabama WR lets go,1
1.39e+18,30-04-2021 22:54,GLAD U AGREE,1
1.39e+18,30-04-2021 16:29,A cheerful heart is good medicine but a crushed spirit dries up the bones Proverbs ,1
1.39e+18,30-04-2021 20:45,HAPPY BIRTHDAY FELLOW TAURUS ,0
1.38807e+18,30-04-2021 10:00,I just hope everyone will be happy if Baba Ijesha finally commit suicide Am sure thats what most them want He has been arrested already and will be charged to court as soon as NUJ call off their strike,1
1.38809e+18,30-04-2021 11:22,Indeed I am very sad to hear that Bob Scholes passed away One of a kind brilliant mind and great sense of humor I have particularly fond memories of a field trip he lead to Kruger National Park  years ago He chaired and played leading roles in the MA and IPCC,1
1.39e+18,30-04-2021 09:21,Just like the four Imams the truth appearing on the tongue of my opponent is blissful to me even if that means Im in the wrong Because in the end thats all that matters haqq amp ikhlas,0
1.39e+18,30-04-2021 18:34,Jesus are you a non sequitur machine None of what I said was envious Im asking you if you personally think they work for their money or passively earn money through ROI,0
1.38807e+18,30-04-2021 09:38,exactly stress anxiety ,0
1.38809e+18,30-04-2021 10:57,Why is the cause of SSRs Death written as suicide by hangingWikipedia I request you to remove that because still now SSRs case has not been solved Democracy Demands SSR Justice,0
1.38809e+18,30-04-2021 11:29,Beware the joker with the sad smile  notes from dreaming,0
1.38808e+18,30-04-2021 10:22,Theres so much death and despair on screens small and big these days that its very easy to feel overwhelmed As leadersmanagers its important we dont undermine the mental health implications on our teams Please offer them a medium to share their feelings or take a break,0
1.38809e+18,30-04-2021 11:28,besties im going to reveal a sad truth,0
1.38809e+18,30-04-2021 11:01,Academic stress is real HAHAHA  Its staying with me since nd Grade MentalHealthPH UsapTayo MHPHturns,0
1.39e+18,30-04-2021 19:55,Your name is Enryn Agen a level  Goblin wizard You hail from a faroff mountain castle and youre idiotically cheerful,0
1.38808e+18,30-04-2021 10:36,Fab list Chequered Love Changing Man Suicide Blonde Enjoy the silence In fact a lot of them ,0
1.39e+18,30-04-2021 22:00,Open your eyes look within Are you satisfied with the life youre living Bob Marley,0
1.38808e+18,30-04-2021 10:27,Suicide baiter lol,0
1.39e+18,30-04-2021 21:00,Hate to be cheesy but our Cacio E Pepe is truly sight for sore eyes This flavorful dish will leave your taste buds satisfied to the max But theres only one way to find out come in and try for yourself  Make your reservation now link in our bio,0
1.39e+18,30-04-2021 11:51,Not to call out all of English literature but moors look really cheerful and pleasant I dont think I could brood there,0
1.38806e+18,30-04-2021 08:59,Mansi sorry to disappoint you ,0
1.38807e+18,30-04-2021 10:05,GhazwaBadrVictoryOfTruth This carefully planned and prudent escape of Allahs Messenger SAW and his companions Sahabah created great anxiety and rancor in the hearts of the disbelievers,0
1.38807e+18,30-04-2021 09:53,HAHAHHAHAHAHAH my social anxiety slowly ruin my life,0
1.39e+18,30-04-2021 22:14,My son woke me up at  am weeping He lost his first tooth yesterday and was expecting  from the Tooth Fairy He was not pleased to find  nickels Good news he lost his nd tooth today so we get to do this all again tonight  momlife momswritersclub,0
1.39e+18,30-04-2021 11:14,The ship netherland x indonesia x japan The summary Indos bright cheerful and cute But do anyone know that he got two ex The rest can be your imagination CAN SOMEONE DRAW THIS COZ I CANT  hwsindonesia hetalia,1
1.38808e+18,30-04-2021 10:30,my anxiety went ,0
1.38805e+18,30-04-2021 08:24,All that cup final gave me Sunday was depression and covid this club will actually be the death of me,0
1.38807e+18,30-04-2021 09:42,Something that can help with depression Create something Produce something Do something you love Keep active Make some kind of progress Whatever you do dont allow yourself to have too much free time to wallow in despair or to dwell on negative thoughts,0
1.39e+18,30-04-2021 17:07,you dont seem to MERRY about it,0
1.39e+18,30-04-2021 13:10,Anticipating tomorrow evenings occasion opening up a cheerful new month for the improvement of the market I have bolted a ton of coins and expectation I have a fortunate pass to go to this occasion LaunchZone BSCX BSCXHeros FOC,1
1.39e+18,30-04-2021 22:43,so glad i can go back to work,1
1.3881e+18,30-04-2021 11:52,When Im upset I binge then get more upset cause I binged,0
1.39e+18,30-04-2021 20:45,Happy Produce for Kids Friday Ask our teams about  Harps Healthy Bucks your kiddos can use to get some healthy treats  While youre there grab some Mandarines on sale for just  HometownFresh,1
1.38807e+18,30-04-2021 10:08,any white female born after  cant cook cant clean cant disagree without anxiety attacks all they know is pizza ice cream be angry at they dads suck dick date black dudes collect mental illnesses have quirky sexualities use social media eat salty chips amp lie,0
1.38805e+18,30-04-2021 08:31,During abrogation of article  when I was selected for  fellowships but couldnt reply to anyone of them as there was no Internet phone or telephony services available in kashmir for  months Since then Covid has taken over and I m in depression because It ws my only chance,0
1.38809e+18,30-04-2021 11:30,like eAeon really desperate so trying to tell them its going to hurt that person too and joon saying that person is so meaningful to him so pls stay they really desperate and its so sad,0
1.38795e+18,30-04-2021 02:09,I mean it depends what radio station it is but if youve been listening to them and havent had this problem before you should go for it Honestly putting aside that the word was specifically hurtful there are rules about what words you can put on public radio,0
1.39e+18,30-04-2021 20:43,Needed to have been done four months ago so undoubtedly not happening If youre satisfied with that state of affairs liberals I reiterate youre dense,0
1.39e+18,30-04-2021 22:48,aww ya glad Jessie is feeling good hope it stays that way for a good while  im just walking atm looking forward to get some rest later tbh,1
1.39e+18,30-04-2021 20:47,Lodge road bristol connells are pleased to offer this wonderful top floor  bedroom apartment Full of,1
1.3881e+18,30-04-2021 12:09,Hmmm interesting Student gets concussion parents upset with school,0
1.39e+18,30-04-2021 18:32,I loved the attention to details babe  That vline peeking outdamnso HOT  And the ending was just perfect I am so satisfied with the ending and Im going to miss this sexy Dom Jimin so much  Thank you for writing this fic babe This story is unforgettable ,0
1.38799e+18,30-04-2021 04:24,I think you hit it on the head Its unfortunate and it can even be hard and hurtful I think if we make safe spaces communicate the best we can and use patiencewe can be there to encourage those guys to open up,0
1.38807e+18,30-04-2021 09:57,also moved into a house with complete strangers was massive for me separation anxiety from family and dogampcat has been real yet ive never felt so at home if ur thinking about a big move u have to do it covid taught me so much love love love x,0
1.39e+18,30-04-2021 22:51,Wow providing its own on mainnet that called event was so helpful and useful to all the user out there cause we can access directly and hassle free to sports data Im glad witnessing that and we look forward for more platforms built in you,1
1.3881e+18,30-04-2021 11:46,I was so upset and for good reason too Then this calming thought came to me about LIFE,0
1.38808e+18,30-04-2021 10:33,Because this improves mental health  Fucking idiots,0
1.38807e+18,30-04-2021 09:49,Lockdown for Covid top priority Let cancer rip Let tuberculosis rip Let overdoses rip Let unemployment rip Let poverty rip Let depression rip All while nonlockdown counties and states end up with comparable covid outcomes,0
1.39e+18,30-04-2021 19:15,Its the same cant explain ,1
1.39e+18,30-04-2021 22:27,i hope that you are aware that the nd fastest kentucky derby ever run was by sham when secretariat ran the fastest derby ever and the comment should have been easily or as pleased but people like to say monarchos but he ran the nd fastest winning derby,0
1.39e+18,30-04-2021 18:55,Depends on how bad it is If its only a small amount and Im mostly still happy with it its an easy fix If Im redoing a lot though I can get a bit frustrated I go over everything three or four times until Im satisfied with it,0
1.38806e+18,30-04-2021 09:05,hey besties i took a little depression break but yeah IM BACK,0
1.39e+18,30-04-2021 12:59,Youngbin clever Youngbin young Youngbin charming Youngbin youthful Youngbin cute Youngbin yummy Youngbin intelligent Youngbin innocent Youngbin illuminative Youngbin incomperable Youngbin incredible Youngbin calm Youngbin cheerful Youngbin creative,1
1.39e+18,30-04-2021 21:14,I like how her albums tells stories of where she is in that moment of her life Like Sweetner is an album that always melts my heart cause its so blissful and she translates that feeling very well through the album But I dont think seven rings was that creative for ex,1
1.38808e+18,30-04-2021 10:35,They just gaveee mee stress and took a load of fucking moneyy,0
1.39e+18,30-04-2021 06:20,Wish you many many happy returns of the day have a blissful ipl to do list for you in next few years T double  World Cup win Odi triple  you nearly reached And many more victories doable Achievable,1
1.39e+18,30-04-2021 20:07,tags nayeon jeongyeon momo sana jihyo mina dahyun chaeyoung tzuyu gold card photocard feel special twicecoaster lane the story begins what is love more and more eyes wide open twicetagram merry and happy page two yes or yes,1
1.38808e+18,30-04-2021 10:42,Imagine being this much of a loser to bully a guy with a mental health disability for internet clout smh,0
1.39e+18,30-04-2021 18:32,Nan Stevenat cest dans The Winter Soldier,0
1.38809e+18,30-04-2021 11:11,yasss i promise u their music does NOT disappoint,0
1.39e+18,30-04-2021 20:46,HAPPY BIRTHDAY love and miss you so so much and hope you have the amazing dayweekyear you deserve ,0
1.39e+18,30-04-2021 22:51,Im glad my boy back tho,1
1.39e+18,30-04-2021 18:21,  Hope your curiousity is satisfied,1
1.38808e+18,30-04-2021 10:53,Sheriffs deputy boasted to extremists about beating Black man called it sweet stress relief feds say,0
1.3881e+18,30-04-2021 11:57,Spent about  yen and half a day of traveling for jack fucking shit Just sitting here mad and upset when I didnt have to be,0
1.39e+18,30-04-2021 09:44,Mood all day ,1
1.3881e+18,30-04-2021 12:07,Does anyone else get really upset for their dog when someone walks past them n doesnt give them a pat ,0
1.39e+18,30-04-2021 21:50,We are running out of time with global warming There are already people in cages Imagine what it will be like in  years Why are people so satisfied when others are in misery How is ma not nonnegociable Do you really care I mean really though,0
1.38808e+18,30-04-2021 10:38,Jehadis suicide bombers desh drohis celebrating rohitsardhana daditomar,0
1.39e+18,30-04-2021 16:39, Giving you dharma and wealth making u sjp kartha and givin gyou liberation as well Be blissful please ask your questions with the hashtag asktheavatar,1
1.3881e+18,30-04-2021 11:52,Photo of Zach Wilson very upset that Justin Long started a fake college across the street from Harmon,0
1.39e+18,30-04-2021 20:44, May your birthday and your life be as wonderful as you are Happy Birthday,1
1.38809e+18,30-04-2021 11:15,The correct answer to our StressAwarenessMonth Quiz is  The rate of workrelated stress depression and anxiety has increased in recent years The total number of working days lost due to this condition in  was  million days,0
1.39e+18,30-04-2021 16:16,Blissful,1
1.38807e+18,30-04-2021 10:06,Ive been there Erin I am testament to the fact that life does get better I dont think we ever get over depression anxiety etc but we do learn to recognize it manage it for the better All strength to you,0
